date,taiex,maint_130,maint_140,maint_150,maint_160,ma20_pct,ma60_pct,total_margin_ratio,twse_margin_ratio,tpex_margin_ratio
2026-01-02,29349.81,0,0,6,109,50.0,46.9,187.1,188.9,199.1
2026-01-05,30105.04,0,1,19,242,39.6,41.5,186.5,188.4,195.9
2026-01-06,30576.3,0,1,13,169,43.1,44.6,189.5,191.4,197.8
2026-01-07,30435.47,0,2,9,136,49.7,49.7,189.3,191.2,196.7
2026-01-08,30360.55,0,1,11,176,46.8,47.2,188.2,190.1,199.3
2026-01-09,30288.96,0,1,8,163,50.2,48.3,187.5,189.4,200.9
2026-01-12,30567.29,0,0,11,123,56.9,53.2,191.3,193.2,206.1
2026-01-13,30707.22,0,2,12,171,53.1,51.5,189.9,191.8,203.2
2026-01-14,30941.78,0,0,7,85,66.0,59.9,192.4,194.4,207.5
2026-01-15,30810.58,0,0,8,86,67.2,61.4,192.1,194.1,208.3
2026-01-16,31408.7,0,0,11,109,64.7,61.6,193.9,195.9,208.2
2026-01-19,31639.29,0,0,13,118,64.7,63.6,195.5,197.4,206.1
2026-01-20,31759.99,0,0,7,107,62.6,62.8,196.3,198.2,209.2
2026-01-21,31246.37,0,0,16,176,55.1,59.0,191.0,192.9,203.7
2026-01-22,31746.08,0,1,11,131,57.3,61.5,194.0,196.0,207.1
2026-01-23,31961.51,0,1,7,116,59.9,62.9,193.5,195.5,204.7
2026-01-26,32064.52,0,1,4,111,63.4,65.0,195.4,197.3,206.0
2026-01-27,32317.92,0,1,7,132,61.1,64.4,195.9,197.8,208.5
2026-01-28,32803.82,0,0,11,126,59.8,65.0,199.7,201.7,215.1
2026-01-29,32536.27,0,0,9,209,52.3,60.8,196.8,198.8,211.5
2026-01-30,32063.75,0,1,31,373,37.2,51.8,194.4,196.4,207.5
