date,taiex,maint_130,maint_140,maint_150,maint_160,ma20_pct,ma60_pct,total_margin_ratio,twse_margin_ratio,tpex_margin_ratio
2025-04-01,21280.17,2,27,246,964,12.1,23.9,155.6,157.1,165.8
2025-04-02,21298.22,3,15,137,835,14.9,26.5,157.1,158.7,168.0
2025-04-07,19232.35,20,316,1290,1565,1.6,4.8,144.8,146.3,155.3
2025-04-08,18459.95,427,1040,1352,1548,1.2,3.4,138.9,140.3,147.7
2025-04-09,17391.76,974,1265,1458,1580,0.7,1.9,133.0,134.3,142.1
2025-04-10,19000.03,223,852,1174,1433,2.9,5.9,146.3,147.7,152.9
2025-04-11,19528.77,189,617,1076,1433,3.2,5.4,150.0,151.4,155.5
2025-04-14,19513.09,73,386,952,1403,3.7,5.8,153.0,154.5,158.7
2025-04-15,19857.67,8,71,497,1222,8.1,8.3,158.9,160.5,166.2
2025-04-16,19468.0,10,114,587,1244,7.6,7.7,154.6,156.2,161.9
2025-04-17,19338.73,8,78,496,1207,8.9,7.8,154.7,156.3,161.2
2025-04-18,19395.03,7,48,385,1105,12.4,9.1,155.1,156.7,162.3
2025-04-21,19106.2,14,117,545,1190,9.7,7.3,150.4,151.9,156.4
2025-04-22,18793.43,14,85,491,1180,9.7,6.8,148.5,150.0,154.8
2025-04-23,19639.14,6,13,121,773,18.2,8.4,154.9,156.4,162.0
2025-04-24,19478.81,2,12,62,591,22.1,9.2,154.8,156.3,162.6
2025-04-25,19872.73,3,6,20,271,39.0,10.7,158.4,159.9,167.5
2025-04-28,20034.41,2,4,6,103,61.6,12.1,160.5,162.1,171.0
2025-04-29,20232.63,0,2,3,33,80.0,14.4,163.4,165.0,175.0
2025-04-30,20235.03,0,2,3,35,78.8,14.0,161.3,162.9,172.4
