date,taiex,maint_130,maint_140,maint_150,maint_160,ma20_pct,ma60_pct,total_margin_ratio,twse_margin_ratio,tpex_margin_ratio
2024-03-01,18935.93,0,0,4,65,67.0,66.9,190.4,192.3,216.7
2024-03-04,19305.31,0,0,0,65,67.6,68.4,190.6,192.5,217.0
2024-03-05,19386.92,0,0,1,68,66.9,67.6,191.1,193.1,216.6
2024-03-06,19499.45,0,0,2,79,66.8,68.3,190.8,192.7,217.2
2024-03-07,19693.52,0,1,9,155,56.5,63.3,187.5,189.4,212.5
2024-03-08,19785.32,0,3,31,315,42.6,53.6,182.2,184.1,203.3
2024-03-11,19726.08,0,2,26,281,46.6,57.0,184.0,185.9,205.5
2024-03-12,19914.55,0,1,16,209,53.9,62.7,185.6,187.4,206.2
2024-03-13,19928.51,1,11,46,374,43.4,54.8,180.6,182.4,197.9
2024-03-14,19937.92,1,10,58,426,40.9,53.5,179.5,181.3,196.3
2024-03-15,19682.5,1,14,90,486,36.8,50.5,178.3,180.1,192.8
2024-03-18,19879.85,2,7,61,420,40.8,53.5,181.1,182.9,195.7
2024-03-19,19857.2,2,7,63,405,41.9,54.1,180.6,182.4,196.1
2024-03-20,19784.45,1,6,59,433,39.9,53.3,179.4,181.2,194.8
2024-03-21,20199.09,1,4,41,330,44.1,56.1,181.4,183.2,195.3
2024-03-22,20228.43,1,3,31,269,45.9,57.2,182.1,183.9,194.7
2024-03-25,20192.25,1,4,22,186,49.7,58.9,183.3,185.2,197.9
2024-03-26,20126.49,1,4,30,289,41.6,54.9,179.9,181.7,193.3
2024-03-27,20200.12,0,4,26,216,49.3,58.1,180.7,182.5,193.9
2024-03-28,20146.55,1,3,26,200,49.6,57.6,180.7,182.6,193.0
2024-03-29,20294.45,1,3,18,190,48.3,56.9,181.7,183.5,195.5
