date,taiex,maint_130,maint_140,maint_150,maint_160,ma20_pct,ma60_pct,total_margin_ratio,twse_margin_ratio,tpex_margin_ratio
2025-02-03,22694.71,0,3,52,362,38.5,27.9,164.8,166.4,177.3
2025-02-04,22793.96,0,8,53,310,39.9,28.6,164.6,166.3,177.6
2025-02-05,23161.58,0,0,18,144,55.2,35.4,168.5,170.2,181.8
2025-02-06,23316.6,0,0,13,88,69.4,41.3,170.8,172.5,186.0
2025-02-07,23478.27,0,0,3,70,73.9,45.0,173.4,175.1,190.1
2025-02-10,23252.14,0,0,10,84,71.0,45.4,172.1,173.9,188.7
2025-02-11,23384.05,0,0,6,85,70.8,46.2,173.4,175.2,189.7
2025-02-12,23289.75,0,0,8,86,71.8,45.7,172.5,174.2,186.0
2025-02-13,23399.41,0,0,1,47,80.4,53.7,174.1,175.9,187.0
2025-02-14,23152.61,0,0,3,50,81.5,56.0,174.2,175.9,188.3
2025-02-17,23505.33,0,0,1,41,84.4,59.0,176.0,177.8,190.5
2025-02-18,23666.11,0,0,1,28,85.2,61.5,177.4,179.2,193.3
2025-02-19,23604.08,0,0,1,30,85.9,66.1,177.3,179.1,192.1
2025-02-20,23487.46,0,0,2,32,84.9,66.7,176.3,178.0,190.1
2025-02-21,23730.25,0,0,0,24,87.4,71.6,177.7,179.5,191.4
2025-02-24,23565.31,0,0,1,26,85.3,71.2,178.0,179.7,192.8
2025-02-25,23285.72,0,0,1,44,78.5,67.7,175.1,176.8,189.3
2025-02-26,23402.55,0,0,1,50,77.3,69.2,175.6,177.3,189.6
2025-02-27,23053.18,0,1,9,84,68.1,65.2,172.3,174.0,185.6
