date,taiex,maint_130,maint_140,maint_150,maint_160,ma20_pct,ma60_pct,total_margin_ratio,twse_margin_ratio,tpex_margin_ratio
2024-12-02,22736.93,2,5,37,302,34.4,31.1,169.3,171.0,182.2
2024-12-03,23027.46,2,4,25,196,40.8,33.6,171.5,173.2,185.6
2024-12-04,23255.33,1,2,14,123,49.7,37.0,174.4,176.1,190.3
2024-12-05,23267.94,0,3,12,128,51.3,37.8,174.4,176.1,189.5
2024-12-06,23193.27,0,4,17,127,54.3,38.1,174.0,175.7,189.1
2024-12-09,23273.25,0,4,28,185,48.4,35.9,173.0,174.7,186.1
2024-12-10,23125.08,0,3,22,203,43.9,33.6,171.1,172.8,183.7
2024-12-11,22903.63,1,4,30,260,39.9,32.6,170.6,172.3,183.2
2024-12-12,23046.8,1,5,34,274,39.1,31.6,170.5,172.2,182.5
2024-12-13,23020.48,2,8,61,492,29.5,27.4,169.2,170.9,181.8
2024-12-16,23039.9,0,10,108,698,22.3,23.3,166.2,167.9,177.9
2024-12-17,23018.01,0,5,70,591,24.8,25.7,168.6,170.3,180.2
2024-12-18,23168.67,0,5,54,528,26.9,26.3,169.3,171.0,180.2
2024-12-19,22932.25,2,5,65,594,22.6,24.6,168.7,170.4,180.4
2024-12-20,22510.25,3,5,74,621,22.0,23.4,167.3,169.0,179.4
2024-12-23,23104.54,2,4,33,441,29.3,27.0,170.3,171.9,183.3
2024-12-24,23120.24,2,5,27,359,30.0,27.3,170.2,171.8,183.1
2024-12-25,23220.13,2,4,18,242,35.6,30.8,172.4,174.1,186.5
2024-12-26,23246.94,2,3,16,194,40.1,31.8,172.8,174.5,187.3
2024-12-27,23275.68,2,2,17,231,37.8,30.6,172.3,174.0,186.4
2024-12-30,23190.2,2,2,23,296,33.8,29.6,170.7,172.4,183.5
2024-12-31,23035.1,2,2,24,271,32.8,30.4,171.2,172.9,183.4
